,fecha,centro,almacen,tipo_stock,material,cantidad_teorica,cantidad_contada,stock_diferencia,impacto_valor,diferencia_absoluta,diferencia_porcentual,impacto_economico_abs
21161,2026-05-07,R241,MP01,Almacén,1008404,2387.0,2287.0,-100.0,736024.0,100.0,4.189359028068706,736024.0
21165,2026-05-07,R241,MP01,Almacén,1008439,1474.042,1426.7,-47.342,2750716.0,47.342,3.2117130990840153,2750716.0
21167,2026-05-07,R241,FB01,Almacén,BASEC410001,3233.292,3102.361,-130.931,646799.0,130.931,4.0494641374796965,646799.0
21169,2026-05-07,R241,FB01,Almacén,BASEN410001,18962.09,19266.538,304.448,1153553.0,304.448,1.6055614122704829,1153553.0
21171,2026-05-07,R241,FB01,Almacén,BASEN410003,18120.21,18120.256,0.046,219.0,0.046,0.00025386019256951216,219.0
21173,2026-05-07,R241,FB01,Almacén,BASEN410005,9550.263,9544.689,-5.574,14643.0,5.574,0.058364884820449436,14643.0
21175,2026-05-07,R241,FB01,Almacén,BASEN410012,360.403,369.321,8.918,11567.0,8.918,2.474452210442199,11567.0
21177,2026-05-07,R241,FB01,Almacén,BASEN410014,20133.883,20462.196,328.313,1011204.0,328.313,1.6306491897265918,1011204.0
21179,2026-05-07,R241,FB01,Almacén,CUBIE410002,1272.284,1264.997,-7.287,21963.0,7.287,0.5727494804619094,21963.0
21181,2026-05-07,R241,FB01,Almacén,CUBIE410010,1455.41,3579.527,2124.117,8507089.0,2124.117,145.94629691976832,8507089.0
21183,2026-05-07,R241,FB01,Almacén,CUBIE410019,965.012,937.584,-27.428,199786.0,27.428,2.842244448773694,199786.0
21185,2026-05-07,R241,FB01,Almacén,CUBIE410025,3466.618,3572.265,105.647,422905.0,105.647,3.047552398331746,422905.0
21187,2026-05-07,R241,FB01,Almacén,CUBIE410029,4355.141,4219.833,-135.308,386304.0,135.308,3.1068569306940925,386304.0
21189,2026-05-07,R241,FB01,Almacén,ENGON410002,3438.388,3446.205,7.817,15110.0,7.817,0.2273449069738494,15110.0
21191,2026-05-07,R241,FB01,Almacén,ENGON410005,31981.075,31489.972,-491.103,1140341.0,491.103,1.5356050414190268,1140341.0
21247,2026-05-07,R241,FB01,Almacén,BASEN410010,0.009,0.0,-0.009,44.0,0.009,100.0,44.0
21257,2026-05-07,R241,FB01,Almacén,CUBIE410003,67.98,0.0,-67.98,216584.0,67.98,100.0,216584.0
21582,2026-05-14,R241,MP01,Almacén,1007042,0.014,42.401,42.387,2612856.0,42.387,302764.28571428574,2612856.0
21584,2026-05-14,R241,MP01,Almacén,1007118,6900.001,6900.0,-0.001,7.0,0.001,1.4492751522789633e-05,7.0
21586,2026-05-14,R241,MP01,Almacén,1007151,502418.561,496299.438,-6119.123,2055552.0,6119.123,1.217933308001334,2055552.0
21588,2026-05-14,R241,MP01,Almacén,1007152,35032.232,33750.004,-1282.228,3090867.0,1282.228,3.6601378981504804,3090867.0
21590,2026-05-14,R241,MP01,Almacén,1007811,2903.002,2903.0,-0.002,11.0,0.002,6.889419986620747e-05,11.0
21596,2026-05-14,R241,MP01,Almacén,1008542,18819.0,17620.0,-1199.0,2378816.0,1199.0,6.371220574950848,2378816.0
21598,2026-05-14,R241,FB01,Almacén,BARBT410001,206.721,326.719,119.998,27706458.0,119.998,58.04828730511172,27706458.0
21600,2026-05-14,R241,FB01,Almacén,CWSEU410001,109558.925,177202.0,67643.075,23336861.0,67643.075,61.741273018149826,23336861.0
21602,2026-05-14,R241,FB01,Almacén,PASTA410001,1010.664,794.786,-215.878,71858014.0,215.878,21.360016781046916,71858014.0
21604,2026-05-14,R241,FB01,Almacén,ARCIL410001,228.838,350.0,121.162,12777866.0,121.162,52.946625997430495,12777866.0
21606,2026-05-14,R241,FB01,Almacén,ARCIL410002,514.884,570.007,55.123,5813327.0,55.123,10.705906573131035,5813327.0
21608,2026-05-14,R241,FB01,Almacén,ARCIL410003,471.702,573.474,101.772,10732977.0,101.772,21.575486217993564,10732977.0
21610,2026-05-14,R241,FB01,Almacén,ARCIL410004,1255.101,1309.998,54.897,5789493.0,54.897,4.3739109442188315,5789493.0
21612,2026-05-14,R241,FB01,Almacén,ARCIL410005,43.995,44.0,0.005,912.0,0.005,0.011364927832708264,912.0
21614,2026-05-14,R241,FB01,Almacén,ARCIL410007,2239.198,2370.001,130.803,12989523.0,130.803,5.841511112460801,12989523.0
21616,2026-05-14,R241,FB01,Almacén,ARCIL410008,2896.619,2949.994,53.375,6798747.0,53.375,1.842665535232628,6798747.0
21618,2026-05-14,R241,FB01,Almacén,TRITU410001,10.847,10.006,-0.841,22345.0,0.841,7.753295842168341,22345.0
21630,2026-05-14,R241,FB01,Almacén,BASEC410001,3102.361,3021.443,-80.918,399735.0,80.918,2.6082715712323616,399735.0
21632,2026-05-14,R241,FB01,Almacén,BASEN410001,30519.563,31013.546,493.983,1871702.0,493.983,1.618578221450943,1871702.0
21634,2026-05-14,R241,FB01,Almacén,BASEN410003,21731.9,21042.042,-689.858,3291312.0,689.858,3.1744026063068573,3291312.0
21636,2026-05-14,R241,FB01,Almacén,BASEN410005,15129.005,15036.909,-92.096,241936.0,92.096,0.6087379837603333,241936.0
21638,2026-05-14,R241,FB01,Almacén,BASEN410012,2449.321,2443.633,-5.688,7377.0,5.688,0.2322276255337704,7377.0
21640,2026-05-14,R241,FB01,Almacén,BASEN410014,19927.34,19892.69,-34.65,106722.0,34.65,0.17388171226064292,106722.0
21642,2026-05-14,R241,FB01,Almacén,CUBIE410002,1155.997,1150.343,-5.654,17041.0,5.654,0.48910161531561064,17041.0
21644,2026-05-14,R241,FB01,Almacén,CUBIE410003,1104.674,1139.26,34.586,110191.0,34.586,3.130878431102751,110191.0
21646,2026-05-14,R241,FB01,Almacén,CUBIE410010,9.221,4180.338,4171.117,16705324.0,4171.117,45234.974514694724,16705324.0
21648,2026-05-14,R241,FB01,Almacén,CUBIE410019,900.564,895.253,-5.311,38685.0,5.311,0.5897415397462035,38685.0
21650,2026-05-14,R241,FB01,Almacén,CUBIE410025,3572.265,3572.188,-0.077,308.0,0.077,0.0021554951830281346,308.0
21652,2026-05-14,R241,FB01,Almacén,CUBIE410029,6031.713,5918.226,-113.487,324005.0,113.487,1.8815053037172027,324005.0
21654,2026-05-14,R241,FB01,Almacén,ENGON410002,4070.472,4160.406,89.934,173842.0,89.934,2.209424361597377,173842.0
21656,2026-05-14,R241,FB01,Almacén,ENGON410005,17659.452,19940.741,2281.289,5297153.0,2281.289,12.918232117282008,5297153.0
21658,2026-05-14,R241,FB01,Almacén,ESMAL410001,9677.0,9655.0,-22.0,65098.0,22.0,0.22734318487134444,65098.0
21672,2026-05-14,R241,MP01,Almacén,1004723,4800.0,4850.0,50.0,194744.0,50.0,1.0416666666666665,194744.0
21678,2026-05-14,R241,MP01,Almacén,1004927,165.0,162.0,-3.0,19698.0,3.0,1.8181818181818181,19698.0
21692,2026-05-14,R241,MP01,Almacén,1006958,48.0,46.7,-1.3,57575.0,1.3,2.7083333333333335,57575.0
21694,2026-05-14,R241,MP01,Almacén,1007037,28.48,28.5,0.02,1044.0,0.02,0.0702247191011236,1044.0
21702,2026-05-14,R241,MP01,Almacén,1007046,808.0,823.0,15.0,236986.0,15.0,1.8564356435643563,236986.0
21708,2026-05-14,R241,MP01,Almacén,1007052,787.4,760.4,-27.0,274220.0,27.0,3.429006858013716,274220.0
21722,2026-05-14,R241,MP01,Almacén,1007070,992.0,962.0,-30.0,158803.0,30.0,3.024193548387097,158803.0
21724,2026-05-14,R241,MP01,Almacén,1007080,7720.0,7620.0,-100.0,78800.0,100.0,1.2953367875647668,78800.0
21730,2026-05-14,R241,MP01,Almacén,1007085,1870.0,1891.0,21.0,16924.0,21.0,1.1229946524064172,16924.0
21742,2026-05-14,R241,MP01,Almacén,1007101,2700.0,2618.0,-82.0,41000.0,82.0,3.037037037037037,41000.0
21744,2026-05-14,R241,MP01,Almacén,1007104,110.0,108.0,-2.0,32192.0,2.0,1.8181818181818181,32192.0
21746,2026-05-14,R241,MP01,Almacén,1007105,481.5,475.5,-6.0,125019.0,6.0,1.2461059190031152,125019.0
21748,2026-05-14,R241,MP01,Almacén,1007108,2403.0,2313.0,-90.0,109620.0,90.0,3.7453183520599254,109620.0
21754,2026-05-14,R241,MP01,Almacén,1007126,802.0,792.0,-10.0,17821.0,10.0,1.2468827930174564,17821.0
21756,2026-05-14,R241,MP01,Almacén,1007127,11020.0,10700.0,-320.0,589917.0,320.0,2.9038112522686026,589917.0
21760,2026-05-14,R241,MP01,Almacén,1007133,9560.0,9444.0,-116.0,184572.0,116.0,1.213389121338912,184572.0
21764,2026-05-14,R241,MP01,Almacén,1007136,60.0,58.0,-2.0,18936.0,2.0,3.3333333333333335,18936.0
21778,2026-05-14,R241,MP01,Almacén,1007644,22700.0,22541.0,-159.0,125610.0,159.0,0.7004405286343612,125610.0
21780,2026-05-14,R241,MP01,Almacén,1007682,766.742,814.86,48.118,1977270.0,48.118,6.275644219307147,1977270.0
21782,2026-05-14,R241,MP01,Almacén,1007691,94.39,112.07,17.68,687230.0,17.68,18.730797753999365,687230.0
21784,2026-05-14,R241,MP01,Almacén,1007731,790.0,780.0,-10.0,37030.0,10.0,1.2658227848101267,37030.0
21786,2026-05-14,R241,MP01,Almacén,1007742,32272.0,31882.0,-390.0,1207906.0,390.0,1.2084779375309866,1207906.0
21788,2026-05-14,R241,MP01,Almacén,1007753,235.832,219.56,-16.272,829409.0,16.272,6.899826995488313,829409.0
21798,2026-05-14,R241,MP01,Almacén,1008186,3500.0,3450.0,-50.0,181057.0,50.0,1.4285714285714286,181057.0
21800,2026-05-14,R241,MP01,Almacén,1008187,837.985,810.46,-27.525,1100117.0,27.525,3.284664999970166,1100117.0
21802,2026-05-14,R241,MP01,Almacén,1008193,1285.34,1231.07,-54.27,1703847.0,54.27,4.222229137815676,1703847.0
21804,2026-05-14,R241,MP01,Almacén,1008194,1356.267,1303.81,-52.457,1235808.0,52.457,3.867748754485658,1235808.0
21808,2026-05-14,R241,MP01,Almacén,1008198,27990.0,27400.0,-590.0,1962720.0,590.0,2.1078956770275097,1962720.0
21816,2026-05-14,R241,MP01,Almacén,1008404,1712.0,1682.0,-30.0,220807.0,30.0,1.7523364485981308,220807.0
21820,2026-05-14,R241,MP01,Almacén,1008439,1290.117,1277.15,-12.967,747263.0,12.967,1.0051026379777959,747263.0
22481,2026-05-21,R241,FB01,Almacén,BARBT410001,0.843,364.494,363.651,83963743.0,363.651,43137.722419928825,83963743.0
22483,2026-05-21,R241,FB01,Almacén,CWSEU410001,177324.325,209052.0,31727.675,10946048.0,31727.675,17.89245496916455,10946048.0
22485,2026-05-21,R241,FB01,Almacén,PASTA410001,1214.259,1012.084,-202.175,67296779.0,202.175,16.65007218394099,67296779.0
22489,2026-05-21,R241,MP01,Almacén,1007151,299654.713,339813.188,40158.475,13424885.0,40158.475,13.401582974601839,13424885.0
22491,2026-05-21,R241,MP01,Almacén,1007152,32061.193,33225.002,1163.809,2805413.0,1163.809,3.62996161746071,2805413.0
22499,2026-05-21,R241,FB01,Almacén,TRITU410001,52.95,52.099,-0.851,22611.0,0.851,1.6071765816808308,22611.0
22503,2026-05-21,R241,FB01,Almacén,BASEN410001,45184.593,45184.604,0.011,42.0,0.011,2.4344581348779655e-05,42.0
22507,2026-05-21,R241,FB01,Almacén,BASEN410005,15061.909,14838.462,-223.447,586995.0,223.447,1.4835237684678615,586995.0
22511,2026-05-21,R241,FB01,Almacén,BASEN410014,22734.063,22728.345,-5.718,17611.0,5.718,0.02515168538065545,17611.0
22513,2026-05-21,R241,FB01,Almacén,CUBIE410002,570.574,570.781,0.207,624.0,0.207,0.036279255626789866,624.0
22515,2026-05-21,R241,FB01,Almacén,CUBIE410003,231.416,231.412,-0.004,13.0,0.004,0.001728488954955578,13.0
22517,2026-05-21,R241,FB01,Almacén,CUBIE410010,2098.378,2692.994,594.616,2381437.0,594.616,28.336934527525543,2381437.0
22519,2026-05-21,R241,FB01,Almacén,CUBIE410019,2105.047,2105.23,0.183,1333.0,0.183,0.008693392594084597,1333.0
22523,2026-05-21,R241,FB01,Almacén,CUBIE410029,2708.81,2687.5,-21.31,60840.0,21.31,0.7866923113839656,60840.0
22525,2026-05-21,R241,FB01,Almacén,ENGON410002,2515.54,2511.527,-4.013,7757.0,4.013,0.1595283716418741,7757.0
22527,2026-05-21,R241,FB01,Almacén,ENGON410005,23230.901,31462.48,8231.579,19113726.0,8231.579,35.433748350957195,19113726.0
22547,2026-05-21,R241,MP01,Almacén,1004883,18800.0,19000.0,200.0,894105.0,200.0,1.0638297872340425,894105.0
22565,2026-05-21,R241,MP01,Almacén,1006958,46.7,52.7,6.0,265730.0,6.0,12.84796573875803,265730.0
22567,2026-05-21,R241,MP01,Almacén,1007037,28.5,27.2,-1.3,67887.0,1.3,4.56140350877193,67887.0
22569,2026-05-21,R241,MP01,Almacén,1007043,6.1,6.0,-0.1,6252.0,0.1,1.639344262295082,6252.0
22573,2026-05-21,R241,MP01,Almacén,1007045,102.0,100.0,-2.0,34479.0,2.0,1.9607843137254901,34479.0
22575,2026-05-21,R241,MP01,Almacén,1007046,694.0,679.0,-15.0,236986.0,15.0,2.161383285302594,236986.0
22581,2026-05-21,R241,MP01,Almacén,1007052,1510.2,1562.2,52.0,528128.0,52.0,3.443252549331214,528128.0
22595,2026-05-21,R241,MP01,Almacén,1007070,710.0,702.0,-8.0,42348.0,8.0,1.1267605633802817,42348.0
22597,2026-05-21,R241,MP01,Almacén,1007080,6860.0,6670.0,-190.0,149720.0,190.0,2.7696793002915454,149720.0
22599,2026-05-21,R241,MP01,Almacén,1007083,6834.0,6784.0,-50.0,86015.0,50.0,0.7316359379572724,86015.0
22607,2026-05-21,R241,MP01,Almacén,1007092,115.0,116.0,1.0,33266.0,1.0,0.8695652173913043,33266.0
22611,2026-05-21,R241,MP01,Almacén,1007099,47.0,48.0,1.0,43176.0,1.0,2.127659574468085,43176.0
22613,2026-05-21,R241,MP01,Almacén,1007100,165.0,161.0,-4.0,221920.0,4.0,2.4242424242424243,221920.0
22615,2026-05-21,R241,MP01,Almacén,1007101,2254.0,2244.0,-10.0,5000.0,10.0,0.44365572315882873,5000.0
22619,2026-05-21,R241,MP01,Almacén,1007105,340.5,342.5,2.0,41673.0,2.0,0.5873715124816447,41673.0
22621,2026-05-21,R241,MP01,Almacén,1007108,2361.0,2360.0,-1.0,1218.0,1.0,0.042354934349851756,1218.0
22623,2026-05-21,R241,MP01,Almacén,1007111,2040.0,2120.0,80.0,429934.0,80.0,3.9215686274509802,429934.0
22629,2026-05-21,R241,MP01,Almacén,1007127,9030.0,9000.0,-30.0,55127.0,30.0,0.33222591362126247,55127.0
22633,2026-05-21,R241,MP01,Almacén,1007133,9912.0,9942.0,30.0,47588.0,30.0,0.3026634382566586,47588.0
22639,2026-05-21,R241,MP01,Almacén,1007149,74.0,75.0,1.0,12370.0,1.0,1.3513513513513513,12370.0
22647,2026-05-21,R241,MP01,Almacén,1007342,294.4,293.4,-1.0,36327.0,1.0,0.33967391304347827,36327.0
22651,2026-05-21,R241,MP01,Almacén,1007644,19148.0,18938.0,-210.0,165900.0,210.0,1.0967202841027786,165900.0
22653,2026-05-21,R241,MP01,Almacén,1007682,701.498,757.85,56.352,2315622.0,56.352,8.033094891218507,2315622.0
22655,2026-05-21,R241,MP01,Almacén,1007691,110.679,96.87,-13.809,536762.0,13.809,12.47662158132979,536762.0
22659,2026-05-21,R241,MP01,Almacén,1007742,27580.0,27532.0,-48.0,148654.0,48.0,0.1740391588107324,148654.0
22661,2026-05-21,R241,MP01,Almacén,1007753,218.921,224.57,5.649,287938.0,5.649,2.5803828778417786,287938.0
22671,2026-05-21,R241,MP01,Almacén,1008186,3590.0,3550.0,-40.0,142172.0,40.0,1.1142061281337048,142172.0
22673,2026-05-21,R241,MP01,Almacén,1008187,706.257,648.27,-57.987,2317620.0,57.987,8.210467294483454,2317620.0
22675,2026-05-21,R241,MP01,Almacén,1008193,872.272,831.53,-40.742,1279126.0,40.742,4.670790762514445,1279126.0
22677,2026-05-21,R241,MP01,Almacén,1008194,980.93,1039.73,58.8,1385240.0,58.8,5.9943115206997435,1385240.0
22689,2026-05-21,R241,MP01,Almacén,1008404,1307.0,1280.0,-27.0,198727.0,27.0,2.065799540933435,198727.0
22693,2026-05-21,R241,MP01,Almacén,1008439,1211.01,1211.95,0.94,54170.0,0.94,0.07762115919769448,54170.0
23562,2026-05-21,R241,MP01,Almacén,2005265,0.019,1598.0,1597.981,6199558.0,1597.981,8410426.315789474,6199558.0
23564,2026-05-21,R241,MP01,Almacén,2005285,5949.196,4000.0,-1949.196,81883.0,1949.196,32.76402391180254,81883.0
23588,2026-05-21,R241,MP01,Almacén,2007001,1424.206,1390.0,-34.206,1259775.0,34.206,2.401759296056891,1259775.0
23590,2026-05-21,R241,MP01,Almacén,2007007,783.991,708.0,-75.991,3902771.0,75.991,9.692840861693565,3902771.0
23592,2026-05-21,R241,MP01,Almacén,2007008,127473.711,85000.0,-42473.711,3618728.0,42473.711,33.31958461615666,3618728.0
23594,2026-05-21,R241,MP01,Almacén,2007012,1650.319,1600.0,-50.319,2109.0,50.319,3.0490468812393243,2109.0
23596,2026-05-21,R241,MP01,Almacén,2007031,49.75,13.75,-36.0,338205.0,36.0,72.36180904522614,338205.0
23598,2026-05-21,R241,MP01,Almacén,2007034,170.613,155.0,-15.613,232634.0,15.613,9.151119785713867,232634.0
23600,2026-05-21,R241,MP01,Almacén,2007036,29070.418,28500.0,-570.418,4524.0,570.418,1.9621940076678637,4524.0
23616,2026-05-21,R241,MP01,Almacén,2007502,1316.97,1312.0,-4.97,209063.0,4.97,0.3773814133959012,209063.0
23626,2026-05-21,R241,MP01,Almacén,2007590,1057.651,708.5,-349.151,6669007.0,349.151,33.01192926589206,6669007.0
23628,2026-05-21,R241,MP01,Almacén,2007592,406.161,444.0,37.839,705108.0,37.839,9.316256361393634,705108.0
23632,2026-05-21,R241,MP01,Almacén,2007940,7350.73,5874.0,-1476.73,1074577.0,1476.73,20.08956933529051,1074577.0
23634,2026-05-21,R241,MP01,Almacén,2007941,11578.0,11402.0,-176.0,127163.0,176.0,1.5201243738124028,127163.0
23636,2026-05-21,R241,MP01,Almacén,2007942,8981.359,8558.0,-423.359,307944.0,423.359,4.7137521170237155,307944.0
23638,2026-05-21,R241,MP01,Almacén,2007943,5002.838,5122.0,119.162,86019.0,119.162,2.381888040348299,86019.0
23654,2026-05-21,R241,MP01,Almacén,2008161,10433.621,9892.0,-541.621,481534.0,541.621,5.191112462298564,481534.0
23656,2026-05-21,R241,MP01,Almacén,2008162,15095.472,14312.0,-783.472,699201.0,783.472,5.190112637749916,699201.0
23658,2026-05-21,R241,MP01,Almacén,2008163,1789.83,1800.0,10.17,8616.0,10.17,0.5682103886961332,8616.0
23660,2026-05-21,R241,MP01,Almacén,2008208,1531.042,2154.0,622.958,554676.0,622.958,40.688498421336575,554676.0
23670,2026-05-21,R241,MP01,Almacén,2008650,5866.167,5520.0,-346.167,316665.0,346.167,5.901076461000853,316665.0
23672,2026-05-21,R241,MP01,Almacén,2008964,3226.643,3204.0,-22.643,17230.0,22.643,0.7017510149093036,17230.0
23674,2026-05-21,R241,MP01,Almacén,2008965,905.428,900.0,-5.428,4096.0,5.428,0.5994954872170951,4096.0
23676,2026-05-21,R241,MP01,Almacén,2008967,9300.0,9892.0,592.0,449990.0,592.0,6.365591397849463,449990.0
23678,2026-05-21,R241,MP01,Almacén,2008968,15295.481,12828.0,-2467.481,1877749.0,2467.481,16.13209156351474,1877749.0
23865,2026-05-31,R241,MP01,Almacén,2005265,744.674,1907.0,1162.326,4509334.0,1162.326,156.0852131268179,4509334.0
23867,2026-05-31,R241,MP01,Almacén,2005285,6439.142,5600.0,-839.142,35254.0,839.142,13.031891515981478,35254.0
23891,2026-05-31,R241,MP01,Almacén,2007001,1903.075,1829.0,-74.075,2334687.0,74.075,3.89238469319391,2334687.0
23893,2026-05-31,R241,MP01,Almacén,2007007,588.0,610.0,22.0,1129885.0,22.0,3.741496598639456,1129885.0
23895,2026-05-31,R241,MP01,Almacén,2007008,108104.951,112500.0,4395.049,359888.0,4395.049,4.065539051953318,359888.0
23897,2026-05-31,R241,MP01,Almacén,2007012,1402.72,1400.0,-2.72,114.0,2.72,0.1939089768449869,114.0
23899,2026-05-31,R241,MP01,Almacén,2007031,46.75,11.0,-35.75,335856.0,35.75,76.47058823529412,335856.0
23901,2026-05-31,R241,MP01,Almacén,2007034,161.313,180.0,18.687,278436.0,18.687,11.584311245838837,278436.0
23903,2026-05-31,R241,MP01,Almacén,2007036,12583.842,12500.0,-83.842,665.0,83.842,0.6662671066594764,665.0
23919,2026-05-31,R241,MP01,Almacén,2007502,1243.977,1247.0,3.023,127025.0,3.023,0.24301092383540854,127025.0
23929,2026-05-31,R241,MP01,Almacén,2007590,803.644,628.0,-175.644,3280211.0,175.644,21.855946165217436,3280211.0
23931,2026-05-31,R241,MP01,Almacén,2007592,417.945,414.0,-3.945,73513.0,3.945,0.9439041022144061,73513.0
23935,2026-05-31,R241,MP01,Almacén,2007940,2571.992,2420.0,-151.992,96791.0,151.992,5.909505161757889,96791.0
23937,2026-05-31,R241,MP01,Almacén,2007941,15529.57,15582.0,52.43,38020.0,52.43,0.33761398416054017,38020.0
23939,2026-05-31,R241,MP01,Almacén,2007942,1748.0,1500.0,-248.0,180464.0,248.0,14.187643020594965,180464.0
23941,2026-05-31,R241,MP01,Almacén,2007943,2383.855,3137.0,753.145,546000.0,753.145,31.593574273603046,546000.0
23957,2026-05-31,R241,MP01,Almacén,2008161,7735.922,5682.0,-2053.922,1827517.0,2053.922,26.550448673086418,1827517.0
23959,2026-05-31,R241,MP01,Almacén,2008162,7870.716,9116.0,1245.284,1110734.0,1245.284,15.821737183758126,1110734.0
23963,2026-05-31,R241,MP01,Almacén,2008208,897.122,1450.0,552.878,492369.0,552.878,61.627961414389574,492369.0
23973,2026-05-31,R241,MP01,Almacén,2008650,2426.052,3049.0,622.948,569824.0,622.948,25.677438076347908,569824.0
23975,2026-05-31,R241,MP01,Almacén,2008964,1707.954,2306.0,598.046,455105.0,598.046,35.01534584655091,455105.0
23977,2026-05-31,R241,MP01,Almacén,2008965,361.0,200.0,-161.0,121730.0,161.0,44.59833795013851,121730.0
23979,2026-05-31,R241,MP01,Almacén,2008967,9697.937,8740.0,-957.937,728480.0,957.937,9.87773997706935,728480.0
23981,2026-05-31,R241,MP01,Almacén,2008968,10332.413,10580.0,247.587,188413.0,247.587,2.396216643682361,188413.0
23998,2026-05-31,R241,FB01,Almacén,BARBT410001,219.027,396.284,177.257,40927046.0,177.257,80.92929182246938,40927046.0
24000,2026-05-31,R241,FB01,Almacén,CWSEU410001,174138.9,160701.0,-13437.9,4636075.0,13437.9,7.716770922522194,4636075.0
24002,2026-05-31,R241,FB01,Almacén,PASTA410001,1377.604,1079.162,-298.442,99340598.0,298.442,21.663845343073916,99340598.0
24004,2026-05-31,R241,FB01,Almacén,ARCIL410001,1576.636,1620.018,43.382,4575109.0,43.382,2.7515545756915354,4575109.0
24006,2026-05-31,R241,FB01,Almacén,ARCIL410002,875.41,909.99,34.58,3646841.0,34.58,3.9501490730057918,3646841.0
24008,2026-05-31,R241,FB01,Almacén,ARCIL410003,679.974,536.527,-143.447,15128074.0,143.447,21.095953668816747,15128074.0
24010,2026-05-31,R241,FB01,Almacén,ARCIL410004,1533.658,1589.999,56.341,5941778.0,56.341,3.6736351911573513,5941778.0
24012,2026-05-31,R241,FB01,Almacén,ARCIL410007,2651.993,2705.007,53.014,5264608.0,53.014,1.9990248843039935,5264608.0
24014,2026-05-31,R241,FB01,Almacén,ARCIL410008,3126.331,3209.991,83.66,10656360.0,83.66,2.6759802464934133,10656360.0
24016,2026-05-31,R241,FB01,Almacén,TRITU410001,50.034,51.663,1.629,43283.0,1.629,3.2557860654754767,43283.0
24110,2026-05-31,R241,MP01,Almacén,1007151,550920.997,489997.625,-60923.372,20265086.0,60923.372,11.058458895513834,20265086.0
24112,2026-05-31,R241,MP01,Almacén,1007152,31254.722,31375.002,120.28,289941.0,120.28,0.38483784946159494,289941.0
24118,2026-05-31,R241,MP01,Almacén,1008542,23744.958,23745.0,0.042,84.0,0.042,0.00017687965588315634,84.0
24396,2026-05-31,R241,FB01,Almacén,BASEC410001,513.991,812.875,298.884,1476487.0,298.884,58.1496563169394,1476487.0
24400,2026-05-31,R241,FB01,Almacén,BASEN410001,40964.559,41028.214,63.655,241189.0,63.655,0.15539041931343628,241189.0
24402,2026-05-31,R241,FB01,Almacén,BASEN410003,19467.701,19467.558,-0.143,682.0,0.143,0.0007345500118375558,682.0
24404,2026-05-31,R241,FB01,Almacén,BASEN410005,9190.35,9182.475,-7.875,20688.0,7.875,0.08568770503843705,20688.0
24406,2026-05-31,R241,FB01,Almacén,BASEN410012,2993.633,2984.024,-9.609,12463.0,9.609,0.32098122916202493,12463.0
24408,2026-05-31,R241,FB01,Almacén,BASEN410014,25524.863,25500.913,-23.95,73766.0,23.95,0.09383008245724962,73766.0
24410,2026-05-31,R241,FB01,Almacén,CUBIE410003,1547.901,1542.66,-5.241,16698.0,5.241,0.33858754532751123,16698.0
24412,2026-05-31,R241,FB01,Almacén,CUBIE410010,2942.676,4112.731,1170.055,4686070.0,1170.055,39.761597946902754,4686070.0
24414,2026-05-31,R241,FB01,Almacén,CUBIE410019,1235.716,1235.286,-0.43,3132.0,0.43,0.03479763958708959,3132.0
24416,2026-05-31,R241,FB01,Almacén,CUBIE410025,3572.188,3570.36,-1.828,7317.0,1.828,0.05117311854807194,7317.0
24418,2026-05-31,R241,FB01,Almacén,CUBIE410029,5314.74,6661.896,1347.156,3846130.0,1347.156,25.347542871335193,3846130.0
24420,2026-05-31,R241,FB01,Almacén,ENGON410002,3245.968,3247.465,1.497,2894.0,1.497,0.04611875409739098,2894.0
24422,2026-05-31,R241,FB01,Almacén,ENGON410005,35483.605,35432.409,-51.196,118877.0,51.196,0.1442807178131985,118877.0
24436,2026-05-31,R241,FB01,Almacén,ESMAL410020,2320.0,2319.0,-1.0,2470.0,1.0,0.04310344827586207,2470.0
24492,2026-05-31,R241,FB01,Almacén,CUBIE410002,24.637,0.0,-24.637,74256.0,24.637,100.0,74256.0
24520,2026-05-31,R241,FB01,Almacén,CUBIE410018,0.275,0.0,-0.275,3012.0,0.275,100.0,3012.0
24522,2026-05-31,R241,FB01,Almacén,CUBIE410020,0.426,0.0,-0.426,1781.0,0.426,100.0,1781.0
24884,2026-05-31,R241,MP01,Almacén,1006954,890.0,900.0,10.0,90206.0,10.0,1.1235955056179776,90206.0
24892,2026-05-31,R241,MP01,Almacén,1007037,65.2,42.98,-22.22,1160347.0,22.22,34.079754601226995,1160347.0
24900,2026-05-31,R241,MP01,Almacén,1007046,564.979,556.0,-8.979,141863.0,8.979,1.5892626097607165,141863.0
24906,2026-05-31,R241,MP01,Almacén,1007052,955.796,955.8,0.004,41.0,0.004,0.00041849934504852504,41.0
24912,2026-05-31,R241,MP01,Almacén,1007059,191.0,190.0,-1.0,10906.0,1.0,0.5235602094240838,10906.0
24920,2026-05-31,R241,MP01,Almacén,1007070,450.0,448.0,-2.0,10587.0,2.0,0.4444444444444444,10587.0
24922,2026-05-31,R241,MP01,Almacén,1007080,4550.0,4520.0,-30.0,23640.0,30.0,0.6593406593406593,23640.0
24924,2026-05-31,R241,MP01,Almacén,1007083,5861.72,5864.0,2.28,3911.0,2.28,0.03889643312884272,3911.0
24928,2026-05-31,R241,MP01,Almacén,1007085,2048.917,2073.0,24.083,19410.0,24.083,1.1754014437871325,19410.0
24938,2026-05-31,R241,MP01,Almacén,1007100,69.3,70.0,0.7,38805.0,0.7,1.01010101010101,38805.0
